0	0
1	0
2	1
3	1
4	1
5	1
6	0
7	0
8	1
9	0
10	0
11	0
12	0
13	0
14	0
15	1
16	1
17	0
18	0
19	0
20	1
21	0
22	0
23	1
24	1
25	0
26	0
27	0
28	1
29	1
30	0
31	1
32	1
33	1
34	1
35	0
36	0
37	0
38	1
39	0
40	1
41	0
42	1
43	1
44	0
45	1
46	0
47	0
48	0
49	0
50	1
51	0
52	0
53	0
54	0
55	0
56	0
57	1
58	0
59	0
60	0
61	1
62	0
63	0
64	0
65	0
66	1
67	0
68	0
69	0
70	1
71	0
72	0
73	0
74	0
75	0
76	1
77	0
78	0
79	0
80	1
81	1
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	1
91	0
92	0
93	0
94	0
95	1
96	0
97	1
98	0
99	1
100	0
101	0
102	0
103	0
104	0
105	0
106	1
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	1
116	0
117	0
118	1
119	0
120	1
121	0
122	0
123	0
124	0
125	1
126	0
127	1
128	1
129	0
130	1
131	0
132	0
133	0
134	0
135	1
136	0
137	0
138	0
139	0
140	0
141	1
142	1
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	1
154	0
155	0
156	1
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	1
166	1
167	1
168	1
169	0
170	0
171	1
172	0
173	0
174	0
175	0
176	0
177	1
178	0
179	1
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	1
191	1
192	1
193	0
194	0
195	1
196	1
197	1
198	0
199	0
200	0
201	1
202	0
203	0
204	0
205	1
206	0
207	0
208	0
209	1
210	0
211	1
212	1
213	0
214	1
215	1
216	0
217	1
218	1
219	1
220	0
221	1
222	0
223	0
224	0
225	0
226	0
227	1
228	0
229	0
230	0
231	1
232	0
233	0
234	0
235	0
236	1
237	0
238	0
239	0
240	0
241	0
242	0
243	1
244	1
245	0
246	1
247	0
248	0
249	1
250	0
251	0
252	1
253	0
254	0
255	1
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	1
269	0
270	0
271	0
272	1
273	1
274	0
275	0
276	0
277	1
278	0
279	0
280	1
281	0
282	0
283	0
284	1
285	0
286	0
287	0
288	0
289	0
290	1
291	0
292	0
293	0
294	0
295	1
296	0
297	0
298	0
299	1
300	0
301	0
302	1
303	1
304	0
305	0
306	0
307	1
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	1
319	0
320	0
321	0
322	0
323	0
324	0
325	1
326	0
327	0
328	0
329	1
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	1
339	1
340	0
341	0
342	1
343	0
344	1
345	0
346	0
347	0
348	1
349	1
350	0
351	1
352	0
353	0
354	0
355	1
356	0
357	1
358	0
359	1
360	0
361	0
362	0
363	0
364	0
365	0
366	1
367	0
368	0
369	0
370	0
371	1
372	0
373	0
374	0
375	0
376	1
377	0
378	0
379	1
380	0
381	0
382	0
383	1
384	0
385	0
386	0
387	0
388	1
389	0
390	0
391	1
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	1
401	0
402	0
403	0
404	1
405	1
406	0
407	1
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	1
417	0
418	0
419	1
420	0
421	1
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	1
432	0
433	1
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	1
445	0
446	0
447	0
448	0
449	0
450	0
451	1
452	1
453	1
454	1
455	0
456	0
457	0
458	1
459	1
460	0
461	1
462	0
463	0
464	0
465	0
466	1
467	0
468	1
469	0
470	0
471	1
472	0
473	0
474	1
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	1
483	0
484	0
485	1
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	1
497	1
498	0
499	1
500	0
501	1
502	1
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	1
517	1
518	0
519	0
520	0
521	0
522	0
523	1
524	0
525	0
526	1
527	0
528	1
529	0
530	0
531	1
532	1
533	0
