0	0
1	0
2	0
3	0
4	1
5	0
6	1
7	0
8	1
9	0
10	0
11	1
12	0
13	1
14	0
15	0
16	0
17	0
18	0
19	1
20	1
21	1
22	0
23	1
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	1
34	0
35	1
36	0
37	1
38	1
39	0
40	0
41	0
42	1
43	0
44	1
45	0
46	1
47	0
48	0
49	1
50	1
51	1
52	0
53	0
54	1
55	0
56	0
57	0
58	1
59	0
60	0
61	1
62	1
63	0
64	0
65	0
66	0
67	1
68	0
69	0
70	1
71	1
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	1
86	1
87	0
88	0
89	0
90	1
91	0
92	1
93	1
94	0
95	0
96	0
97	1
98	1
99	0
100	0
101	0
102	0
103	1
104	0
105	0
106	1
107	0
108	1
109	0
110	0
111	1
112	0
113	0
114	1
115	1
116	0
117	0
118	0
119	1
120	0
121	1
122	1
123	0
124	1
125	0
126	1
127	1
128	0
129	0
130	0
131	0
132	0
133	1
134	0
135	1
136	1
137	0
138	0
139	0
140	1
141	0
142	0
143	1
144	0
145	1
146	1
147	1
148	0
149	0
150	0
151	0
152	1
153	0
154	0
155	1
156	0
157	0
158	0
159	1
160	0
161	1
162	0
163	1
164	1
165	1
166	0
167	1
168	1
169	0
170	0
171	1
172	0
173	1
174	0
175	1
176	0
177	0
178	1
179	1
180	1
181	0
182	1
183	0
184	0
185	1
186	0
187	1
188	0
189	0
190	1
191	0
192	0
193	1
194	1
195	0
196	0
197	1
198	1
199	0
200	0
201	1
202	1
203	1
204	0
205	0
206	1
207	0
208	1
209	1
210	1
211	0
212	1
213	1
214	0
215	1
216	0
217	0
218	1
219	1
220	0
221	0
222	1
223	0
224	1
225	0
226	0
227	0
228	1
229	0
230	0
231	0
232	0
233	0
234	0
235	1
236	1
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	1
247	0
248	0
249	0
250	0
251	0
252	1
253	0
254	0
255	1
256	0
257	0
258	1
259	1
260	0
261	1
262	0
263	1
264	1
265	1
266	0
267	0
268	0
269	1
270	1
271	0
272	0
273	1
274	0
275	0
276	1
277	0
278	0
279	0
280	0
281	1
282	0
283	1
284	1
285	0
286	1
287	1
288	0
289	1
290	0
291	1
292	1
293	1
294	1
295	1
296	0
297	1
298	1
299	0
300	1
301	1
302	1
303	1
304	0
305	0
306	1
307	0
308	0
309	1
310	1
311	0
312	1
313	0
314	0
315	0
316	0
317	1
318	0
319	0
320	1
321	0
322	1
323	0
324	0
325	1
326	0
327	1
328	0
329	1
330	0
331	0
332	1
333	0
334	0
335	0
336	1
337	0
338	1
339	0
340	0
341	0
342	0
343	0
344	0
345	1
346	0
347	0
348	0
349	0
350	1
351	1
352	0
353	1
354	0
355	0
356	0
357	1
358	0
359	1
360	1
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	1
369	0
370	0
371	1
372	0
373	0
374	1
375	0
376	0
377	1
378	0
379	0
380	1
381	0
382	0
383	0
384	1
385	0
386	1
387	0
388	1
389	1
390	0
391	0
392	1
393	1
394	0
395	0
396	0
397	1
398	0
399	0
400	1
401	0
402	0
403	0
404	0
405	0
406	1
407	0
408	1
409	0
410	1
411	0
412	1
413	1
414	0
415	0
416	1
417	0
418	1
419	1
420	0
421	0
422	1
423	0
424	1
425	0
426	1
427	1
428	0
429	0
430	0
431	0
432	0
433	1
434	0
435	0
436	1
437	0
438	0
439	0
440	0
441	0
442	1
443	0
444	0
445	0
446	1
447	0
448	0
449	0
450	1
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	1
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	1
470	0
471	0
472	0
473	0
474	0
475	1
476	0
477	1
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	1
490	1
491	1
492	1
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	1
501	0
502	0
503	0
504	0
505	1
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	1
530	0
531	1
532	0
533	0
