0	0
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	0
10	0
11	1
12	0
13	1
14	1
15	0
16	1
17	1
18	1
19	1
20	1
21	1
22	0
23	0
24	1
25	1
26	1
27	1
28	0
29	0
30	1
31	1
32	1
33	1
34	1
35	1
36	0
37	0
38	1
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	0
51	1
52	1
53	1
54	1
55	1
56	0
57	1
58	0
59	0
60	1
61	0
62	1
63	1
64	0
65	1
66	1
67	1
68	0
69	0
70	0
71	0
72	0
73	1
74	1
75	0
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
91	1
92	1
93	1
94	0
95	1
96	1
97	1
98	0
99	0
100	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	0
109	0
110	1
111	1
112	0
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	0
122	0
123	1
124	1
125	1
126	0
127	0
128	1
129	1
130	1
131	1
132	1
133	1
134	1
135	1
136	0
137	1
138	1
139	0
140	1
141	1
142	0
143	1
144	1
145	1
146	1
147	1
148	1
149	1
150	1
151	1
152	1
153	1
154	1
155	1
156	1
157	1
158	1
159	1
160	1
161	0
162	1
163	0
164	1
165	1
166	0
167	1
168	1
169	0
170	0
171	1
172	0
173	1
174	0
175	1
176	1
177	0
178	1
179	1
180	1
181	0
182	1
183	0
184	1
185	1
186	1
187	1
188	1
189	1
190	1
191	1
192	1
193	0
194	1
195	1
196	1
197	0
198	1
199	1
200	1
201	1
202	1
203	1
204	1
205	1
206	1
207	1
208	1
209	1
210	0
211	1
212	0
213	1
214	1
215	1
216	1
217	1
218	1
219	1
220	1
221	1
222	0
223	0
224	1
225	1
226	1
227	1
228	1
229	1
230	0
231	1
232	1
233	1
234	1
235	1
236	1
237	1
238	1
239	1
240	1
241	1
242	1
243	1
244	1
245	0
246	1
247	1
248	1
249	1
250	1
251	1
252	1
253	1
254	1
255	0
256	0
257	1
258	1
259	0
260	1
261	0
262	1
263	0
264	1
265	1
266	1
267	1
268	1
269	1
270	1
271	1
272	0
273	1
274	1
275	1
276	1
277	1
278	1
279	1
280	1
281	1
282	1
283	1
284	1
285	1
286	1
287	1
288	1
289	0
290	1
291	1
292	0
293	1
294	1
295	1
296	0
297	1
298	1
299	0
300	1
301	1
302	1
303	1
304	1
305	1
306	1
307	1
308	1
309	1
310	1
311	1
312	1
313	1
314	1
315	1
316	1
317	1
318	1
319	1
320	0
321	1
322	0
323	1
324	1
325	0
326	0
327	0
328	1
329	1
330	1
331	1
332	1
333	1
334	1
335	1
336	1
337	1
338	1
339	1
340	1
341	1
342	1
343	1
344	1
345	1
346	1
347	1
348	1
349	1
350	0
351	1
352	0
353	0
354	1
355	0
356	0
357	1
358	1
359	1
360	1
361	1
362	1
363	1
364	0
365	1
366	1
367	0
368	1
369	1
370	1
371	1
372	1
373	0
374	1
375	1
376	1
377	1
378	1
379	0
380	1
381	1
382	1
383	1
384	1
385	0
386	1
387	1
388	1
389	1
390	1
391	1
392	1
393	1
394	1
395	1
396	0
397	0
398	1
399	1
400	1
401	1
402	1
403	1
404	1
405	1
406	1
407	1
408	1
409	1
410	0
411	1
412	1
413	0
414	1
415	0
416	1
417	1
418	1
419	1
420	1
421	1
422	0
423	0
424	0
425	1
426	1
427	1
428	1
429	1
430	1
431	0
432	1
433	1
434	1
435	1
436	1
437	1
438	0
439	0
440	1
441	1
442	0
443	1
444	0
445	1
446	1
447	1
448	1
449	1
450	1
451	1
452	1
453	1
454	1
455	1
456	1
457	0
458	1
459	1
460	0
461	1
462	0
463	1
464	1
465	1
466	1
467	1
468	1
469	0
470	1
471	1
472	1
473	0
474	0
475	1
476	1
477	1
478	1
479	1
480	1
481	1
482	1
483	1
484	1
485	1
486	1
487	0
488	1
489	0
490	1
491	1
492	1
493	1
494	0
495	0
496	1
497	0
498	1
499	0
500	1
501	1
502	0
503	1
504	1
505	0
506	1
507	1
508	1
509	1
510	1
511	1
512	1
513	1
514	1
515	1
516	1
517	1
518	1
519	1
520	1
521	1
522	1
523	1
524	0
525	1
526	1
527	1
528	1
529	1
530	1
531	0
532	1
533	1
534	1
535	1
536	1
537	0
538	0
539	1
540	1
541	1
542	1
543	1
544	1
545	1
546	1
547	1
548	1
549	1
550	0
551	0
552	1
553	1
554	0
555	1
556	1
557	0
558	1
559	1
560	0
561	0
562	0
563	1
564	0
565	1
566	1
567	1
568	1
569	1
570	1
571	1
572	1
573	1
574	1
575	1
576	1
577	0
578	1
579	1
580	1
581	1
582	1
583	1
584	1
585	1
586	1
587	1
588	1
589	1
590	0
591	1
592	0
593	1
594	1
595	1
596	1
597	1
598	1
599	1
600	1
601	0
602	1
603	1
604	1
605	0
